Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
JPMorgan Chase Bank,0,Albee Square Branch,503,10/16/1950,06/20/1992,20 Flatbush Avenue,Brooklyn,Kings,NY,11217,40.68837,-73.98067,76183,80761,109879,114184,125820,136994,143496
JPMorgan Chase Bank,0,Sheepshead Bay Branch,504,01/20/1930,06/20/1992,2623 East 17th Street,Brooklyn,Kings,NY,11235,40.58801,-73.95236,169563,189151,207809,225472,253619,260294,319154
JPMorgan Chase Bank,0,Utica Avenue Branch,506,11/02/1925,06/20/1992,257 Utica Avenue,Brooklyn,Kings,NY,11213,40.66975,-73.93096,42737,43627,46388,45421,47631,49028,77637
JPMorgan Chase Bank,0,Flushing Avenue Branch,507,04/04/1927,06/20/1992,210 Flushing Avenue,Brooklyn,Kings,NY,11205,40.6977,-73.96749,42574,47263,47002,55036,71490,71364,77548
JPMorgan Chase Bank,0,Grand Street Branch,509,01/01/1902,06/20/1992,231 Grand Street,New York City,New York,NY,10013,40.71853,-73.99513,110712,127369,161513,197445,219289,245988,281266
JPMorgan Chase Bank,0,Broadway and 96th Street Branch,512,01/01/1900,06/20/1992,"2551 Broadway, 96th Street",New York City,New York,NY,10025,40.79445,-73.97206,327054,336573,354604,385553,422699,441168,474228
JPMorgan Chase Bank,0,Delancey Street Branch,517,03/19/1915,06/20/1992,109 Delancey Street,New York City,New York,NY,10002,40.71855,-73.98854,85326,98701,110630,143089,156827,165411,241126
JPMorgan Chase Bank,0,New York Life Branch,520,12/18/1922,06/20/1992,386 Park Avenue South,New York City,New York,NY,10016,40.74292,-73.98449,656985,634703,719617,810799,828921,904748,1015342
JPMorgan Chase Bank,0,University Place Branch,522,01/31/1966,06/20/1992,32 University Place,New York City,New York,NY,10003,40.73203,-73.99448,309704,319792,319671,389547,380990,425712,505325
JPMorgan Chase Bank,0,Harlem Branch,525,11/02/1936,06/20/1992,322 West 125th Street,New York City,New York,NY,10027,40.81054,-73.95217,100240,94289,100148,116099,110693,112429,108995
JPMorgan Chase Bank,0,Broadway and 144th St Branch,526,09/01/1915,06/20/1992,3515 Broadway,New York City,New York,NY,10031,40.82581,-73.95111,52810,54194,62007,62872,73002,77545,80515
JPMorgan Chase Bank,0,West 125th Street Branch,528,01/01/1812,06/20/1992,55 West 125th Street,New York City,New York,NY,10027,40.80728,-73.94431,49683,52944,76041,62727,62265,59547,62652
JPMorgan Chase Bank,0,Stuyvesant Town Branch,530,06/30/1937,06/20/1992,255-257 First Avenue,New York City,New York,NY,10003,40.73198,-73.98219,174708,190866,206476,229780,256334,264379,294083
JPMorgan Chase Bank,0,Madison Avenue & 72nd Street Branch,541,03/01/1932,06/20/1992,35 East 72nd Street,New York City,New York,NY,10021,40.77162,-73.96504,526273,708192,723552,737114,746575,763661,815233
JPMorgan Chase Bank,0,Madison Ave Abd 48th St Branch,544,04/11/1960,06/20/1992,401 Madison Avenue,New York City,New York,NY,10017,40.75598,-73.97686,45099076,62630984,81960379,85177807,98322162,84569038,69044786
JPMorgan Chase Bank,0,Murray Hill Branch,547,11/16/1964,06/20/1992,450 Third Avenue,New York City,New York,NY,10016,40.74387,-73.97955,221419,313100,340458,336345,319832,349772,344585
JPMorgan Chase Bank,0,Astoria Broadway and 21st St Branch,549,11/17/1958,06/20/1992,21-21 Broadway,Astoria,Queens,NY,11106,,,134200,140345,147350,173815,195214,206064,225574
JPMorgan Chase Bank,0,Junction Boulevard Branch,550,01/27/1934,06/20/1992,37-29 Junction Boulevard,Corona,Queens,NY,11368,,,108729,108157,112103,126361,126652,139557,194880
JPMorgan Chase Bank,0,Glen Oaks Branch,555,07/14/1950,06/20/1992,256-21 Union Turnpike,Glen Oaks,Queens,NY,11004,40.74549,-73.71507,102893,110466,115407,128875,143291,161679,177306
JPMorgan Chase Bank,0,Holliswood Branch,556,05/24/1954,06/20/1992,205-19 Hillside Avenue,Hollis,Queens,NY,11423,40.72077,-73.76014,135263,135889,135370,143989,149796,167186,181550
JPMorgan Chase Bank,0,Jackson Heights Branch,557,11/27/1950,06/20/1992,37-15 82nd Street,Jackson Heights,Queens,NY,11372,,,178380,184497,192871,204153,207949,234181,233985
JPMorgan Chase Bank,0,Kew Gardens Branch,559,02/24/1950,06/20/1992,118-30 Queens Boulevard,Forest Hills,Queens,NY,11375,40.71475,-73.83218,116562,100347,108380,130912,140822,159394,170186
JPMorgan Chase Bank,0,Sunnyside North Branch,561,11/01/1946,06/20/1992,47-11 Queens Boulevard,Sunnyside,Queens,NY,11104,40.74315,-73.91708,172783,168368,176517,189087,200097,208223,218572
JPMorgan Chase Bank,0,Ridgewood Branch,563,08/31/1921,06/20/1992,60-67 Myrtle Avenue,Ridgewood,Queens,NY,11385,40.70068,-73.89588,159586,161695,168912,193408,194767,210515,239461
JPMorgan Chase Bank,0,Woodside Branch,565,02/09/1942,06/20/1992,59-26 Woodside Avenue,Woodside,Queens,NY,11377,,,193998,196396,209352,236062,254944,275288,298628
JPMorgan Chase Bank,0,Scarsdale Central Park Branch,568,01/09/1967,06/20/1992,"660 Central Park Avenue, #662",Scarsdale,Westchester,NY,10583,40.99988,-73.8153,124751,113163,125218,134956,136289,137138,203636
JPMorgan Chase Bank,0,Madison Square Garden Branch,573,12/18/1967,06/20/1992,2 Pennsylvania Plaza,New York City,New York,NY,10001,40.74959,-73.99172,427106,452762,471520,517352,602574,641415,649655
JPMorgan Chase Bank,0,Tysens Lane Branch,577,12/29/1969,06/20/1992,2754 Hylan Boulevard,Staten Island,Richmond,NY,10306,40.56537,-74.11471,183755,181199,185636,204447,207016,216286,221378
JPMorgan Chase Bank,0,Port Washington Branch,578,04/11/1970,06/20/1992,115 Main Street,Port Washington,Nassau,NY,11050,40.83042,-73.6906,500040,486629,509760,558310,526763,574068,593566
JPMorgan Chase Bank,0,Hunts Point Branch,586,04/05/1971,06/20/1992,1355 Oak Point Avenue,Bronx,Bronx,NY,10474,40.81068,-73.88309,29761,35522,35239,42160,47444,51894,48252
JPMorgan Chase Bank,0,Bedford Village Branch,589,11/08/1971,06/20/1992,420 Old Post Road,Bedford,Westchester,NY,10506,41.19557,-73.65517,118327,120537,124930,126630,137616,130932,240960
JPMorgan Chase Bank,0,North Broadway Branch,594,06/19/1972,06/20/1992,984 North Broadway,Yonkers,Westchester,NY,10701,40.96985,-73.88435,57326,59339,64696,70969,69778,72797,78674
JPMorgan Chase Bank,0,Valley Stream Branch,597,05/21/1973,06/20/1992,163 West Merrick Road,Valley Stream,Nassau,NY,11580,40.6663,-73.70341,173666,172788,173725,176409,185545,185222,199698
JPMorgan Chase Bank,0,Croton Branch,598,10/29/1973,06/20/1992,2003 Albany Post Road,Croton-On-Hudson,Westchester,NY,10520,41.23329,-73.91364,92127,95431,101910,109289,110926,119140,131127
JPMorgan Chase Bank,0,Cypress Hills Branch,599,03/04/1974,06/20/1992,3380 Fulton Street,Brooklyn,Kings,NY,11208,40.68394,-73.8709,50283,50349,52081,54496,58831,64096,69864
JPMorgan Chase Bank,0,Foster Avenue Branch,603,01/13/1975,06/20/1992,9601 Foster Avenue,Brooklyn,Kings,NY,11236,40.6478,-73.90661,108303,102971,110238,109174,117484,122619,137699
JPMorgan Chase Bank,0,Greenpoint Branch,608,12/08/1975,06/20/1992,798 Manhattan Avenue,Brooklyn,Kings,NY,11222,40.72777,-73.95299,202012,210655,231316,251185,288298,321036,365409
JPMorgan Chase Bank,0,Glendale Woodhaven Branch,609,03/29/1976,06/20/1992,71-04 Woodhaven Boulevard,Ridgewood,Queens,NY,11385,40.71165,-73.85987,98430,101797,101964,111534,129334,130971,143488
JPMorgan Chase Bank,0,Mount Sinai Branch,624,12/26/1974,06/20/1992,5499 Nesconset Highway,Mount Sinai,Suffolk,NY,11766,40.93189,-73.03321,182016,197038,198995,217827,212899,225913,230524
JPMorgan Chase Bank,0,Boston Post Rd and Weaver Branch,698,09/19/1975,06/20/1992,1350 Boston Post Road,Larchmont,Westchester,NY,10538,40.93503,-73.74785,184207,181817,191224,193681,204713,220590,236461
JPMorgan Chase Bank,0,Commack Vanderbilt Pkwy Branch,701,09/22/1978,06/20/1992,39 Vanderbilt Motor Parkway,Commack,Suffolk,NY,11725,40.80733,-73.27931,150146,156084,166876,188898,200432,213996,238752
JPMorgan Chase Bank,0,Selden Branch,703,06/28/1977,06/20/1992,999 Middle Country Road,Selden,Suffolk,NY,11784,40.86371,-73.04897,168099,176965,180208,203190,202476,204596,220089
JPMorgan Chase Bank,0,Great Neck Plaza Branch,758,09/30/1961,07/14/1996,22 Grace Avenue,Great Neck,Nassau,NY,11021,40.78864,-73.72687,464689,473811,510551,558288,613746,671467,687826
JPMorgan Chase Bank,0,Hartsdale Branch,759,04/28/1962,07/14/1996,3 South Central Park Avenue,Hartsdale,Westchester,NY,10530,41.02211,-73.80873,118868,118099,119111,129781,131114,130726,137065
JPMorgan Chase Bank,0,Fleetwood Branch,761,05/23/1964,07/14/1996,511 Gramatan Avenue,Mount Vernon,Westchester,NY,10552,40.92465,-73.83623,161271,157404,169541,186230,193356,186928,197466
JPMorgan Chase Bank,0,Little Neck Branch,762,09/10/1954,07/14/1996,252-34 Northern Boulevard,Little Neck,Queens,NY,11363,,,144995,157945,174284,195873,216943,238090,277089
JPMorgan Chase Bank,0,Grasmere Branch,763,03/06/1965,07/14/1996,1151 Hylan Boulevard,Staten Island,Richmond,NY,10305,40.59872,-74.08087,113371,109749,113106,133897,138386,156688,169941
JPMorgan Chase Bank,0,Parkchester Branch,767,08/12/1940,07/14/1996,11 Hugh J. Grant Circle,Bronx,Bronx,NY,10462,40.83359,-73.86131,76758,76405,77605,83873,85878,97717,103621
JPMorgan Chase Bank,0,Throggs Neck Branch,768,01/01/1800,07/14/1996,3528 East Tremont Avenue,Bronx,Bronx,NY,10465,40.83075,-73.82626,174282,176014,198989,215450,223805,237124,268193
JPMorgan Chase Bank,0,Mott Haven Branch,771,01/01/1800,07/14/1996,270 East 137th Street,Bronx,Bronx,NY,10454,40.81048,-73.92806,25330,32051,33451,33351,34427,35979,35921
JPMorgan Chase Bank,0,Wakefield Branch,772,01/01/1800,07/14/1996,725 East 233rd Street,Bronx,Bronx,NY,10466,40.89317,-73.85647,133038,134340,137075,141976,145456,149789,176108
JPMorgan Chase Bank,0,Bensonhurst Branch,777,01/01/1800,07/14/1996,85-23 20th Avenue,Brooklyn,Kings,NY,11214,40.60485,-73.99799,142557,144241,144094,162097,158559,175765,183608
JPMorgan Chase Bank,0,Empire Boulevard Branch,779,01/01/1800,07/14/1996,1000 Nostrand Avenue,Brooklyn,Kings,NY,11225,40.66417,-73.95098,70312,68610,81205,92524,104539,123165,136518
JPMorgan Chase Bank,0,Mill Basin Branch,780,01/03/1962,07/14/1996,6510 Avenue U,Brooklyn,Kings,NY,11234,40.61711,-73.91128,213138,222762,249831,263872,280792,298083,340618
JPMorgan Chase Bank,0,Bay Ridge Third Avenue Branch,781,06/16/1962,07/14/1996,9313 Third Avenue,Brooklyn,Kings,NY,11209,40.61836,-74.03315,165459,171074,172700,202903,230673,245086,278846
JPMorgan Chase Bank,0,Park Avenue and 55th St Branch,782,10/14/1959,07/14/1996,410 Park Avenue,New York City,New York,NY,10022,40.76015,-73.97195,971550,1005780,1008528,1012473,1065766,1070136,1107854
JPMorgan Chase Bank,0,Second Ave and 106th St Branch,783,12/01/1962,07/14/1996,2065 2nd Avenue,New York City,New York,NY,10029,40.79069,-73.94248,68847,72589,73299,85176,91692,86872,89983
JPMorgan Chase Bank,0,135th Street & Fifth Avenue Branch,784,01/06/1962,07/14/1996,2218 5th Avenue,New York City,New York,NY,10037,40.81311,-73.93745,52478,54744,57225,59578,59351,63149,67947
JPMorgan Chase Bank,0,Avenue Of The Americas Branch,787,01/01/1800,07/14/1996,1370 Avenue Of The Americas,New York City,New York,NY,10019,40.76362,-73.97763,506396,518298,600258,635785,628139,679508,698544
JPMorgan Chase Bank,0,Grand Central Place,788,01/01/1800,07/14/1996,60 East 42nd Street,New York City,New York,NY,10017,40.75237,-73.97836,784595,912702,954878,1063416,1399938,1395495,1449603
JPMorgan Chase Bank,0,Hudson Street Branch,789,01/01/1800,07/14/1996,345 Hudson Street,New York City,New York,NY,10014,40.72748,-74.00734,127110,138189,158974,188448,201333,251023,277011
JPMorgan Chase Bank,0,Noho Branch,790,01/01/1800,07/14/1996,623 Broadway,New York City,New York,NY,10012,40.72602,-73.99625,194760,214049,236412,285129,372266,360850,387992
JPMorgan Chase Bank,0,Madison Avenue and 64th St Branch,791,01/01/1800,07/14/1996,726 Madison Avenue,New York City,New York,NY,10065,40.76655,-73.96925,273546,8707,689745,1031195,801473,27339,18449
JPMorgan Chase Bank,0,Broadway and Fulton Branch,794,01/01/1800,07/14/1996,214 Broadway,New York City,New York,NY,10038,40.71124,-74.00866,848998,875848,921054,988600,1001439,1011190,1498325
JPMorgan Chase Bank,0,Madison & 79th Street Branch,798,01/01/1800,07/14/1996,1025 Madison Avenue,New York City,New York,NY,10075,40.77613,-73.96219,256403,297063,359900,372306,391634,413091,396733
JPMorgan Chase Bank,0,First Ave and 44th St Branch,800,12/14/1953,07/14/1996,1 United Nations Plaza,New York City,New York,NY,10017,40.75012,-73.96888,1049068,662093,663589,668676,604426,576754,575874
JPMorgan Chase Bank,0,West 14th Street Branch,801,01/01/1800,07/14/1996,69 5th Avenue,New York City,New York,NY,10003,40.7363,-73.9934,255193,262922,291581,315775,337511,380178,399598
JPMorgan Chase Bank,0,Third Avenue and 79th Street Branch,802,12/03/1963,07/14/1996,201 East 79th Street,New York City,New York,NY,10075,40.7743,-73.95719,252158,272514,300037,331262,342944,433235,453850
JPMorgan Chase Bank,0,73rd Street & Broadway Branch,803,01/01/1800,07/14/1996,2099 Broadway,New York City,New York,NY,10023,40.77959,-73.98192,414374,436965,508815,572092,559936,574801,624351
JPMorgan Chase Bank,0,Third Avenue and 56th Street Branch,804,03/21/1962,07/14/1996,919 Third Avenue,New York City,New York,NY,10022,40.75954,-73.96798,336162,390954,411627,471007,473221,550514,528531
JPMorgan Chase Bank,0,Dyckman Street Branch,805,01/01/1800,07/14/1996,161 Dyckman Street,New York City,New York,NY,10040,40.86383,-73.92618,108837,106662,113988,120496,117747,122689,125791
JPMorgan Chase Bank,0,Ditmars Branch,810,01/01/1800,07/14/1996,22-45 31st Street,Astoria,Queens,NY,11105,40.78013,-73.90961,104599,109107,120913,142525,162773,177011,196242
JPMorgan Chase Bank,0,Corona 103rd St Branch,813,01/01/1800,07/14/1996,37-94 103rd Street,Corona,Queens,NY,11368,40.75213,-73.86393,61787,66429,71317,81202,88128,99129,111159
JPMorgan Chase Bank,0,Broadway-Flushing Branch,814,01/01/1800,07/14/1996,163-20 Northern Boulevard,Flushing,Queens,NY,11358,40.76096,-73.8022,160279,173182,166057,186743,201634,214746,246032
JPMorgan Chase Bank,0,Yellowstone Branch,816,10/28/1953,07/14/1996,104-17 Queens Boulevard,Forest Hills,Queens,NY,11375,,,116449,118905,126131,139563,161976,201456,192306
JPMorgan Chase Bank,0,Fresh Meadows Branch,817,02/07/1949,07/14/1996,187-08 Horace Harding Expressway,Fresh Meadows,Queens,NY,11365,,,194935,199008,220586,245714,264185,283820,316306
JPMorgan Chase Bank,0,Roosevelt and 75th St Branch,818,10/31/1949,07/14/1996,37-67 75th Street,Jackson Heights,Queens,NY,11372,40.74698,-73.89042,131165,134820,134910,154188,172241,190912,216622
JPMorgan Chase Bank,0,Jamaica Branch,819,01/01/1800,07/14/1996,161-10 Jamaica Avenue,Jamaica,Queens,NY,11432,40.70424,-73.79809,100593,101440,106050,111444,122882,124029,135494
JPMorgan Chase Bank,0,Kew Gardens Branch,820,01/01/1800,07/14/1996,81-35 Lefferts Boulevard,Kew Gardens,Queens,NY,11415,40.70854,-73.83069,151105,157720,169500,192324,206538,220550,221926
JPMorgan Chase Bank,0,Grand Ave and 66th St Branch,821,01/01/1800,07/14/1996,66-02 Grand Avenue,Maspeth,Queens,NY,11378,40.72428,-73.89845,104688,105907,114935,130072,135616,143010,172690
JPMorgan Chase Bank,0,Metropolitan Avenue Branch,822,01/01/1800,07/14/1996,51-15 Metropolitan Avenue,Ridgewood,Queens,NY,11385,,,65955,68141,73447,89585,105348,124252,141360
JPMorgan Chase Bank,0,Metropolitan and 74th St Branch,823,01/01/1800,07/14/1996,74-03 Metropolitan Avenue,Middle Village,Queens,NY,11379,40.71286,-73.87803,89975,90936,94734,124739,130157,135214,146883
JPMorgan Chase Bank,0,Ozone Park Branch,825,01/01/1800,07/14/1996,96-19 101st Avenue,Ozone Park,Queens,NY,11416,40.68472,-73.84441,115238,122692,126056,144284,150878,152379,162842
JPMorgan Chase Bank,0,Richmond Hill South Branch,828,01/01/1800,07/14/1996,11118 Liberty Avenue,South Richmond Hill,Queens,NY,11419,40.685,-73.83045,179088,182127,189507,206540,228101,241268,263246
JPMorgan Chase Bank,0,Rockaway Park Branch,830,01/01/1800,07/14/1996,257 Beach 116th St,Rockaway Park,Queens,NY,11694,40.58016,-73.83724,135547,137276,136306,158206,154171,166746,188020
JPMorgan Chase Bank,0,Whitestone Branch,832,01/01/1800,07/14/1996,153-15 Cross Island Parkway,Whitestone,Queens,NY,11357,40.78698,-73.80896,249996,259551,271758,305100,335949,343298,371425
JPMorgan Chase Bank,0,Woodhaven Branch,833,01/01/1800,07/14/1996,84-01 Jamaica Avenue,Woodhaven,Queens,NY,11421,40.69252,-73.8598,75436,79859,78226,87644,91707,96118,108335
JPMorgan Chase Bank,0,New Dorp Branch,835,07/05/1950,07/14/1996,200 New Dorp Lane,Staten Island,Richmond,NY,10306,40.57299,-74.11458,184754,169675,184606,198685,204004,203885,218596
JPMorgan Chase Bank,0,West New Brighton Branch,836,11/01/1951,07/14/1996,666 Forest Avenue,Staten Island,Richmond,NY,10310,40.62962,-74.11126,162536,165944,176733,182973,187087,232916,211059
JPMorgan Chase Bank,0,Syosset Branch,839,01/09/1963,07/14/1996,220 West Jericho Turnpike,Syosset,Nassau,NY,11791,40.80619,-73.52079,222117,248647,253460,253517,244404,273632,292276
JPMorgan Chase Bank,0,Yorktown Heights Branch,840,07/19/1962,07/14/1996,2035 Crompond Road,Yorktown Heights,Westchester,NY,10598,41.27755,-73.78445,111770,112707,115405,126959,137324,142766,152928
JPMorgan Chase Bank,0,Midwood Branch,841,08/12/1964,07/14/1996,1501 Avenue M,New York City,Kings,NY,11230,40.61807,-73.96002,305645,316308,356369,407742,453300,481014,515648
JPMorgan Chase Bank,0,South Valley Stream Branch,842,11/01/1966,07/14/1996,930 Rosedale Road,Valley Stream,Nassau,NY,11581,40.65331,-73.72446,104107,104985,106264,118691,121118,135792,147637
JPMorgan Chase Bank,0,Ardsley Branch,843,12/20/1966,07/14/1996,875 Saw Mill River Road,Ardsley,Westchester,NY,10502,41.01809,-73.84419,102165,104157,115666,126992,135502,144205,154608
JPMorgan Chase Bank,0,Brighton Beach Branch,845,12/28/1967,07/14/1996,722 Brighton Beach Avenue,Brooklyn,Kings,NY,11235,40.57777,-73.96046,279348,297397,287003,319340,316661,311404,320744
JPMorgan Chase Bank,0,Mcdonald Avenue Branch,846,12/19/1967,07/14/1996,4323 18th Avenue,Brooklyn,Kings,NY,11218,40.63109,-73.97626,182563,183109,198810,227607,261328,275327,299425
JPMorgan Chase Bank,0,Pelham Bay Branch,848,12/16/1968,07/14/1996,3217 Westchester Avenue,Bronx,Bronx,NY,10461,40.85194,-73.82943,140585,130201,129417,134399,130061,134879,142503
JPMorgan Chase Bank,0,Carle Place Branch,852,06/22/1970,07/14/1996,267 Old Country Road,Carle Place,Nassau,NY,11514,40.74416,-73.60935,162061,145166,149805,159280,160835,182550,188355
JPMorgan Chase Bank,0,Millwood Branch,853,09/25/1970,07/14/1996,230 Saw Millriver Road,Millwood,Westchester,NY,10546,41.18801,-73.80361,122835,131722,147945,154644,168702,176644,209671
JPMorgan Chase Bank,0,Second Avenue & 86th Street Branch,854,11/24/1970,07/14/1996,244 East 86th Street,New York City,New York,NY,10028,40.77802,-73.95207,196488,206148,218109,239303,280880,302522,308081
JPMorgan Chase Bank,0,Jamaica Estates Branch,856,03/25/1971,07/14/1996,184-01 Hillside Avenue,Jamaica,Queens,NY,11432,40.71413,-73.77765,125592,137879,143975,143023,144838,150876,165210
JPMorgan Chase Bank,0,Cross River Branch,861,07/14/1972,07/14/1996,20 N Salem Rd,Cross River,Westchester,NY,10518,41.26748,-73.59811,142655,141607,138134,150328,162652,154546,178545
JPMorgan Chase Bank,0,Quaker Ridge Branch,862,12/01/1972,07/14/1996,45 Quaker Ridge Road,New Rochelle,Westchester,NY,10804,40.94795,-73.79482,218021,214519,251864,255083,259401,245912,285879
JPMorgan Chase Bank,0,Gun Hill Road Branch,863,01/03/1973,07/14/1996,1650 Gun Hill Road,Bronx,Bronx,NY,10469,40.8662,-73.83816,72912,75324,78907,85211,98481,108210,116472
JPMorgan Chase Bank,0,East Hills Branch,872,12/27/1974,07/14/1996,425 Glen Cove Road,Roslyn Heights,Nassau,NY,11577,40.78575,-73.62236,219554,217106,219577,230278,225396,232103,260070
JPMorgan Chase Bank,0,Abingdon Square Branch,875,07/30/1975,07/14/1996,302 West 12th Street,New York City,New York,NY,10014,40.73755,-74.00471,233563,257828,267549,314217,322582,332715,343206
